10
128
/home/ubuntu/Documents/Corel1000/89.jpg;64;134;373;722;863;1058;1319;1452;1636;1948;2099;2113;2155;2271;2116;2083;2146;2034;1839;1847;1789;1715;1723;1723;1649;1644;1600;1565;1556;1550;1448;1364;1416;1467;1450;1404;1339;1259;1230;1216;1253;1158;1134;1109;1065;989;924;938;909;872;815;845;773;745;665;659;671;659;661;630;589;610;560;547;513;579;526;492;498;471;463;427;452;433;352;411;404;399;397;383;378;357;363;338;343;344;309;276;324;305;267;255;261;244;270;226;259;250;221;258;230;271;246;249;200;275;240;262;279;276;276;309;266;284;417;255;180;151;111;107;81;56;29;26;14;6;1;0
/home/ubuntu/Documents/Corel1000/760.jpg;61;235;241;193;167;164;240;222;266;301;261;255;276;295;286;291;290;333;334;346;371;385;445;391;436;462;508;533;533;565;570;614;653;655;741;884;837;937;1123;1166;1416;1648;1831;2189;2623;2962;3508;3980;4525;5235;5298;5100;4669;4152;3261;2648;2161;1938;1560;1352;1116;1100;935;908;832;742;705;656;615;607;568;531;472;474;458;470;400;401;347;359;335;337;297;248;233;247;189;215;187;210;210;195;166;150;149;130;140;115;148;159;161;179;246;314;309;163;106;58;40;17;19;8;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
/home/ubuntu/Documents/Corel1000/323.jpg;129;344;651;1082;1970;3177;2852;2197;1855;1580;1320;1371;1303;1356;1324;1214;1149;1072;1023;1072;1019;1074;1168;1227;1294;1473;1491;1693;1766;1829;2223;2274;1752;1383;1172;1148;1139;1083;1033;932;756;759;555;473;512;482;433;411;397;429;410;430;403;433;397;355;395;361;311;306;312;276;282;259;230;265;287;244;212;225;220;220;210;233;207;234;224;210;221;210;187;177;216;231;234;222;216;224;254;264;274;285;376;392;486;586;776;999;1332;1475;1701;1793;1999;2195;1949;1665;1214;1270;721;559;807;925;556;333;258;209;189;170;169;138;111;86;33;19;13;7;3;3
/home/ubuntu/Documents/Corel1000/666.jpg;1;1389;4879;6164;2555;3768;4044;4232;3726;3224;2836;2150;1792;1614;1445;1418;1276;1320;1335;1091;962;955;947;971;976;1135;1165;1086;1079;981;771;674;599;544;501;561;505;475;466;416;426;444;444;428;455;483;411;423;428;438;419;366;367;451;410;448;514;547;623;642;761;794;936;960;1082;1155;1156;1160;1234;1247;1248;1189;1146;1155;1127;1141;1148;1016;882;688;459;374;273;209;146;113;89;68;47;34;31;12;6;10;3;2;0;0;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
/home/ubuntu/Documents/Corel1000/109.jpg;2698;6806;3257;2113;1593;1390;1151;1023;1162;1515;1680;1349;1285;1153;1202;1344;1408;1365;1028;1087;1067;966;764;839;744;754;682;609;597;538;541;521;488;486;487;508;504;524;526;511;485;534;521;518;555;564;647;681;741;835;945;933;1014;945;1018;986;924;981;962;900;840;861;833;756;762;732;765;775;803;804;807;824;812;840;784;809;880;858;899;969;973;1004;1009;1094;1034;1107;1017;1040;978;884;872;784;677;627;607;520;429;405;316;314;247;221;181;182;172;125;134;96;93;94;115;91;93;97;76;64;50;41;37;19;8;6;3;1;0;0;0;0
/home/ubuntu/Documents/Corel1000/326.jpg;604;926;1668;4412;3989;2681;2097;1686;1514;1429;1230;1066;945;847;749;671;660;573;554;554;471;496;487;534;577;671;642;617;704;778;793;812;912;965;1073;1294;1460;1497;1329;1195;1204;1257;1471;1179;1036;1073;827;613;510;445;423;423;431;400;452;503;537;736;804;882;1014;1178;1418;1585;1611;1714;1601;1517;1286;1128;976;866;773;749;743;668;694;727;662;602;598;552;560;700;875;680;618;544;499;468;515;449;362;385;355;357;407;361;396;388;415;424;394;283;236;208;188;220;231;241;249;307;434;312;256;212;181;153;111;83;82;45;38;20;11;12;9;0
/home/ubuntu/Documents/Corel1000/459.jpg;38;174;174;189;195;206;255;233;216;247;261;224;212;218;267;222;207;233;217;224;241;224;204;199;203;216;212;203;233;229;201;196;169;215;193;175;161;164;159;180;163;185;185;201;173;173;179;177;167;159;184;168;173;185;174;156;189;181;168;161;159;176;160;166;179;174;159;144;165;153;163;152;153;129;150;124;153;126;133;119;104;108;95;89;87;87;119;124;233;325;528;802;1094;1540;2005;2538;2716;2941;2811;2370;1927;1380;1002;778;655;584;505;383;279;304;306;444;588;1732;47717;2919;463;305;203;135;92;60;42;30;15;10;3;0
/home/ubuntu/Documents/Corel1000/312.jpg;15;378;1033;1499;2794;4278;2676;2046;1729;1486;1274;1157;1112;970;981;823;816;798;759;738;681;649;657;615;582;590;622;618;597;648;692;773;823;922;995;845;909;953;974;953;1051;1135;1247;1230;1104;1243;1330;1523;1634;1745;1939;2276;1806;1408;1345;1208;1193;1090;930;781;769;835;863;887;935;902;743;624;591;472;427;394;404;478;503;482;565;628;583;545;477;473;538;622;587;665;722;743;770;671;586;552;511;456;343;326;328;365;411;449;492;481;508;529;538;517;443;476;507;259;75;70;79;61;74;41;44;39;32;36;23;24;15;13;14;4;7;0
/home/ubuntu/Documents/Corel1000/535.jpg;186;208;213;184;170;166;217;247;346;387;461;612;650;549;441;472;490;476;451;459;473;469;475;504;530;582;559;619;679;721;741;808;840;874;899;1007;1092;1088;1188;1149;1287;1385;1336;1442;1494;1591;1577;1586;1706;1738;1849;1851;1880;1969;2021;2180;2186;2249;2176;2063;1969;1839;1747;1649;1643;1600;1479;1468;1338;1257;1236;1078;988;958;887;838;727;696;565;540;517;477;445;423;380;430;421;362;372;388;367;373;465;469;421;408;428;382;396;401;363;281;287;245;236;212;223;319;247;346;533;562;921;1267;988;154;33;5;1;4;0;2;0;0;0;0;0;0
/home/ubuntu/Documents/Corel1000/256.jpg;187;126;216;276;253;298;341;433;508;533;511;451;480;516;493;585;587;677;752;793;958;943;1002;1049;1170;1144;1140;1192;1220;1250;1309;1263;1258;1310;1312;1381;1449;1412;1401;1404;1452;1421;1442;1351;1443;1354;1328;1222;1081;1092;1048;908;845;757;754;834;881;807;756;760;659;507;478;428;445;420;433;435;403;409;391;391;389;329;347;354;327;311;313;271;269;293;247;259;235;255;235;191;260;216;224;197;207;167;167;167;129;145;112;153;122;122;105;114;125;154;142;218;1058;2292;5972;6505;8926;2731;1383;396;234;150;97;60;36;34;16;14;5;4;1;1
