1000
59
/home/jvictor/Imagens/Datasets/Corel1000/test1/image.orig/
4417.0;373.0;1309.0;559.0;379.0;539.0;1066.0;1569.0;177.0;146.0;1875.0;1464.0;985.0;119.0;113.0;7667.0;314.0;96.0;135.0;58.0;71.0;1214.0;1092.0;356.0;123.0;80.0;51.0;63.0;1179.0;290.0;46.0;42.0;91.0;132.0;1085.0;1524.0;347.0;40.0;66.0;129.0;128.0;1037.0;923.0;57.0;122.0;853.0;1578.0;1054.0;110.0;136.0;1537.0;1321.0;466.0;505.0;373.0;1258.0;495.0;16495.0;35931.0;243.jpg;Data_set/Corel1000/thumbnails/243.jpg
654.0;52.0;254.0;143.0;88.0;169.0;309.0;284.0;41.0;43.0;2763.0;305.0;124.0;29.0;49.0;2845.0;68.0;39.0;28.0;16.0;36.0;848.0;265.0;223.0;62.0;67.0;56.0;57.0;1069.0;90.0;10.0;16.0;18.0;57.0;963.0;491.0;215.0;17.0;22.0;13.0;38.0;1210.0;456.0;26.0;15.0;23.0;591.0;2549.0;55.0;52.0;566.0;3010.0;1034.0;1151.0;977.0;621.0;1073.0;26057.0;43358.0;633.jpg;Data_set/Corel1000/thumbnails/633.jpg
4483.0;471.0;535.0;457.0;440.0;404.0;892.0;1784.0;266.0;240.0;2111.0;1783.0;664.0;201.0;192.0;5469.0;420.0;211.0;164.0;71.0;107.0;1723.0;510.0;425.0;201.0;180.0;115.0;91.0;1981.0;482.0;81.0;86.0;132.0;218.0;876.0;723.0;445.0;87.0;76.0;139.0;258.0;948.0;972.0;133.0;112.0;455.0;2038.0;1370.0;226.0;253.0;2119.0;2832.0;995.0;1040.0;813.0;720.0;826.0;18788.0;30926.0;159.jpg;Data_set/Corel1000/thumbnails/159.jpg
4262.0;534.0;922.0;491.0;541.0;452.0;719.0;1191.0;233.0;236.0;2325.0;1121.0;265.0;99.0;122.0;2121.0;587.0;226.0;116.0;77.0;175.0;1072.0;910.0;582.0;230.0;144.0;157.0;193.0;1173.0;543.0;130.0;125.0;98.0;242.0;960.0;1177.0;594.0;121.0;82.0;83.0;237.0;977.0;747.0;95.0;91.0;164.0;1473.0;2356.0;233.0;244.0;1342.0;1497.0;991.0;1008.0;914.0;1291.0;947.0;9563.0;46159.0;991.jpg;Data_set/Corel1000/thumbnails/991.jpg
4100.0;622.0;1047.0;618.0;424.0;626.0;897.0;1233.0;119.0;163.0;1710.0;1019.0;246.0;123.0;114.0;1562.0;592.0;157.0;124.0;91.0;130.0;835.0;1099.0;771.0;186.0;128.0;151.0;132.0;956.0;523.0;114.0;87.0;89.0;178.0;819.0;1113.0;692.0;105.0;80.0;75.0;154.0;756.0;986.0;115.0;107.0;212.0;1361.0;1911.0;190.0;166.0;1199.0;1453.0;1083.0;918.0;859.0;1328.0;784.0;8370.0;49958.0;537.jpg;Data_set/Corel1000/thumbnails/537.jpg
479.0;58.0;182.0;89.0;51.0;109.0;152.0;203.0;23.0;29.0;1171.0;192.0;70.0;22.0;32.0;2034.0;68.0;29.0;21.0;16.0;14.0;830.0;213.0;152.0;40.0;40.0;25.0;21.0;1572.0;63.0;13.0;13.0;5.0;26.0;886.0;262.0;136.0;17.0;9.0;10.0;20.0;1459.0;252.0;14.0;13.0;24.0;350.0;2631.0;37.0;34.0;327.0;6713.0;1704.0;2309.0;1997.0;391.0;2737.0;32577.0;32794.0;681.jpg;Data_set/Corel1000/thumbnails/681.jpg
5033.0;629.0;894.0;534.0;611.0;511.0;801.0;1698.0;273.0;270.0;2084.0;1485.0;555.0;155.0;158.0;1985.0;658.0;284.0;181.0;98.0;158.0;1014.0;1021.0;661.0;274.0;211.0;145.0;155.0;1295.0;651.0;125.0;94.0;126.0;267.0;782.0;970.0;647.0;125.0;80.0;123.0;244.0;935.0;969.0;148.0;133.0;337.0;2051.0;1857.0;294.0;288.0;1770.0;1680.0;895.0;1083.0;917.0;1170.0;960.0;12632.0;39576.0;171.jpg;Data_set/Corel1000/thumbnails/171.jpg
4399.0;525.0;1073.0;852.0;541.0;924.0;1178.0;1281.0;165.0;230.0;2157.0;1284.0;197.0;121.0;127.0;1532.0;569.0;161.0;126.0;136.0;166.0;1017.0;1049.0;930.0;215.0;136.0;182.0;172.0;660.0;474.0;117.0;140.0;132.0;202.0;1040.0;1105.0;891.0;162.0;134.0;117.0;213.0;725.0;1055.0;120.0;108.0;167.0;1426.0;1820.0;230.0;162.0;1518.0;1356.0;1077.0;727.0;993.0;1231.0;714.0;5805.0;49694.0;70.jpg;Data_set/Corel1000/thumbnails/70.jpg
3343.0;485.0;862.0;468.0;503.0;505.0;663.0;844.0;165.0;211.0;2892.0;798.0;185.0;78.0;118.0;2267.0;586.0;193.0;80.0;67.0;112.0;907.0;880.0;505.0;201.0;106.0;92.0;148.0;1062.0;508.0;109.0;94.0;74.0;226.0;908.0;1017.0;474.0;83.0;72.0;46.0;191.0;1088.0;715.0;82.0;57.0;119.0;1127.0;1865.0;264.0;202.0;959.0;1082.0;811.0;917.0;821.0;1066.0;1037.0;10313.0;50107.0;986.jpg;Data_set/Corel1000/thumbnails/986.jpg
4393.0;439.0;1110.0;441.0;422.0;391.0;782.0;1800.0;235.0;205.0;1896.0;1732.0;808.0;154.0;149.0;1886.0;450.0;209.0;152.0;73.0;101.0;791.0;996.0;411.0;214.0;144.0;105.0;108.0;803.0;374.0;62.0;62.0;80.0;201.0;769.0;1163.0;448.0;70.0;68.0;123.0;242.0;812.0;843.0;81.0;108.0;493.0;1964.0;1953.0;217.0;226.0;1890.0;2275.0;990.0;1078.0;871.0;1257.0;995.0;16755.0;37890.0;361.jpg;Data_set/Corel1000/thumbnails/361.jpg
